,ETER ID,English Institution Name,Reference year,Total academic personnel (FTE),Total academic personnel (HC),Total students enrolled ISCED 5-7,Total graduates ISCED 5-7,Total students enrolled at ISCED 8,Total graduates at ISCED 8,scopus_authors,number_articles,total_eter,state
250,IT0010,Free University of Bozen-Bolzano,2016,0,420,3287,531,121,23,409.0,866.0,3962,Bolzano
251,IT0012,University of Brescia,2016,0,1213,14581,2692,181,56,6449.0,17779.0,17510,Brescia
252,IT0013,University of Cagliari,2016,0,1076,26162,4364,358,196,8020.0,25910.0,31080,Cagliari
253,IT0014,University of Camerino,2016,0,439,7345,1337,192,73,2475.0,8741.0,8947,Macerata
254,IT0015,University of Molise,2016,0,471,7013,1088,100,25,938.0,2800.0,8226,Campobasso
255,IT0017,University of Cassino and Southern Lazio,2016,0,509,7745,1484,108,51,647.0,2101.0,9388,Frosinone
256,IT0019,University of Catania,2016,0,1735,43607,7007,305,86,12021.0,37960.0,51005,Catania
257,IT0020,"University ""Magna Graecia""",2016,0,400,10710,1519,152,68,1620.0,3910.0,12449,Catanzaro
258,IT0022,Kore University of Enna (UKE),2016,0,164,5700,1105,44,27,136.0,272.0,6876,Enna
259,IT0023,University of Ferrara,2016,0,983,16398,3182,334,126,8107.0,25568.0,20040,Vicenza
260,IT0025,University of Florence,2016,0,2031,52310,9618,861,303,19198.0,62699.0,63092,Florence
261,IT0027,University of Foggia,2016,0,401,9751,1651,84,56,1528.0,4207.0,11542,Foggia
262,IT0028,University of Genoa,2016,0,2011,32994,6605,976,283,18394.0,53853.0,40858,Genova
263,IT0029,University of L'Aquila,2016,0,850,17584,4047,197,115,4736.0,13085.0,21943,L'Aquila
264,IT0030,University of Salento,2016,0,811,16863,3557,229,94,2613.0,7924.0,20743,Lecce
265,IT0032,University of Macerata,2016,0,467,10376,1844,126,37,272.0,555.0,12383,Macerata
266,IT0033,University of Messina,2016,0,1233,23817,4987,383,113,7980.0,26547.0,29300,Messina
267,IT0035,Politecnico di Milano,2016,0,2368,44656,11796,1009,305,9301.0,27002.0,57766,Milano
268,IT0036,Università Cattolica del Sacro Cuore,2016,0,3756,40457,11435,505,171,9078.0,27855.0,52568,Roma
269,IT0038,University of Milan,2016,0,2861,62197,12533,992,287,41888.0,115993.0,76009,Milano
270,IT0039,Vita-Salute San Raffaele University,2016,0,261,2892,624,92,31,2226.0,5076.0,3639,Milano
271,IT0040,University of Milano-Bicocca,2016,0,1081,34093,7279,473,153,5911.0,14930.0,41998,Milano
272,IT0041,Online University San Raffaele Rome,2016,0,109,3058,233,0,0,21.0,30.0,3291,Roma
273,IT0042,University of Modena and Reggio Emilia (UNIMORE),2016,0,956,23603,4865,359,112,8868.0,27046.0,28939,Modena
274,IT0043,Suor Orsola Benincasa University,2016,0,197,8578,1847,49,8,30.0,50.0,10482,Napoli
275,IT0044,University of Campania Luigi Vanvitelli,2016,0,1109,26675,5155,335,147,6530.0,18130.0,32312,Napoli
276,IT0045,University of Naples Federico II,2016,0,2858,75821,13808,938,460,15783.0,43309.0,91027,Napoli
277,IT0050,University of Padova,2016,0,3602,60241,13738,1228,447,28207.0,86242.0,75654,Padua
278,IT0051,University of Palermo,2016,0,1933,41057,8113,401,223,13023.0,37892.0,49794,Palermo
279,IT0052,University of Parma,2016,0,1162,25109,5096,404,156,11562.0,33752.0,30765,Parma
280,IT0053,Institute for Advanced Study - IUSS of Pavia,2016,0,77,122,60,60,17,136.0,218.0,259,Pavia
281,IT0054,University of Pavia,2016,0,1558,22937,5106,496,171,15156.0,45179.0,28710,Pavia
282,IT0055,University of Perugia,2016,0,1292,23673,4645,349,84,10391.0,33661.0,28751,Perugia
283,IT0056,University for Foreigners Perugia,2016,0,70,925,274,30,7,26.0,42.0,1236,Perugia
284,IT0057,Scuola Normale Superiore,2016,0,136,0,0,265,68,2455.0,6737.0,333,Pisa
285,IT0059,University of Pisa,2016,0,2573,46968,8160,658,225,18878.0,60025.0,56011,Pisa
286,IT0060,University of the Basilicata,2016,0,438,6582,928,117,53,1733.0,5382.0,7680,Potenza
287,IT0061,Università Mediterranea of Reggio Calabria,2016,0,341,5978,1109,86,39,1145.0,2757.0,7212,Reggio Di Calabria
288,IT0063,Roma Tre University,2016,0,1170,33122,6956,510,194,2310.0,6030.0,40782,Roma
289,IT0065,LUISS Guido Carli,2016,0,1426,9902,3106,110,29,368.0,639.0,13147,Roma
290,IT0066,Free University Maria SS. Assunta (LUMSA),2016,0,330,6234,1814,26,25,135.0,242.0,8099,Roma
291,IT0067,Campus Bio-Medico University,2016,0,177,2159,635,50,33,1201.0,2707.0,2877,Roma
292,IT0068,Sapienza University of Rome,2016,0,3936,105483,21265,3077,907,36585.0,95503.0,130732,Roma
293,IT0069,"University of Rome ""Foro Italico""",2016,0,76,2200,507,29,15,292.0,823.0,2751,Roma
294,IT0070,University of Rome Tor Vergata,2016,0,1757,31724,7597,1099,429,9177.0,24346.0,40849,Roma
295,IT0072,Marconi University,2016,0,206,8790,3207,4,18,54.0,109.0,12019,Roma
296,IT0075,International Online University UNINETTUNO,2016,0,206,10916,821,0,0,37.0,71.0,11737,Roma
297,IT0077,University of Salerno,2016,0,1158,35629,5172,375,154,3793.0,12273.0,41330,Salerno
298,IT0078,University of Sassari,2016,0,713,13522,1942,182,125,6003.0,16855.0,15771,Sassari
299,IT0079,University of Siena,2016,0,1420,16528,3377,319,132,9142.0,28758.0,20356,Siena
300,IT0081,University of Teramo,2016,0,381,6336,1128,142,36,531.0,1611.0,7642,Teramo
301,IT0082,Politecnico di Torino,2016,0,967,31032,6466,633,176,5991.0,17903.0,38307,Torino
302,IT0083,University of Turin,2016,0,2604,70750,13532,780,283,22798.0,69607.0,85345,Torino
303,IT0085,University of Trento,2016,0,849,16271,3641,593,162,4814.0,12508.0,20667,Trento
304,IT0086,International School for Advanced Studies (SISSA),2016,0,111,0,0,346,63,2631.0,6557.0,409,Trieste
305,IT0087,University of Trieste,2016,0,920,15450,3373,306,127,10034.0,29763.0,19256,Trieste
306,IT0088,University of Udine,2016,0,937,15668,3221,249,109,4447.0,12617.0,19247,Udine
307,IT0089,University of Urbino Carlo Bo,2016,0,725,14010,2709,117,15,1419.0,4991.0,16851,Pesaro E Urbino
308,IT0091,Ca’ Foscari University of Venice,2016,0,705,20444,5556,323,115,1614.0,4499.0,26438,Venezia
309,IT0092,University IUAV of Venice,2016,0,322,4289,1443,113,38,252.0,528.0,5883,Venezia
310,IT0093,"University of Piemonte Orientale ""Amedeo Avogadro""",2016,0,526,12130,2023,88,50,2133.0,5487.0,14291,Vercelli
311,IT0094,University of Verona,2016,0,1171,24900,5153,322,172,8435.0,22799.0,30547,Verona
312,IT0095,University of Tuscia,2016,0,461,7865,1309,140,76,1658.0,5098.0,9390,Viterbo
313,IT0244,Link Campus University,2016,0,261,1860,463,0,0,14.0,17.0,2323,Roma
314,IT0248,Humanitas University,2016,0,59,612,7,23,0,64.0,64.0,642,Pieve Emanuele
315,IT0249,Gran Sasso Science Institute,2016,0,3,0,0,42,0,83.0,108.0,42,L'Aquila
316,IT0001,Marche Polytechnic University,2015,0,710,15675,3252,393,98,4689.0,13480.0,19418,Ancona
317,IT0002,Università della Valle d’Aosta,2015,0,98,1116,183,0,0,42.0,73.0,1299,Aosta
318,IT0003,University of Calabria,2015,0,1006,27690,4748,299,134,3455.0,12044.0,32871,Cosenza
319,IT0004,Polytechnic of Bari,2015,0,379,9778,1685,98,41,1374.0,4177.0,11602,Bari
320,IT0005,University of Bari Aldo Moro,2015,0,1710,46283,8205,374,230,12431.0,37972.0,55092,Bari
321,IT0006,University of Sannio,2015,0,265,5470,925,112,36,558.0,1754.0,6543,Benevento
322,IT0008,University of Bergamo,2015,0,560,15733,2988,187,73,579.0,1499.0,18981,Bergamo
323,IT0009,University of Bologna,2015,0,3509,79580,18644,1302,500,25784.0,81817.0,100026,Bologna
324,IT0010,Free University of Bozen-Bolzano,2015,0,385,3068,467,148,29,338.0,675.0,3712,Bolzano
325,IT0012,University of Brescia,2015,0,1239,13969,2609,200,74,6156.0,16703.0,16852,Brescia
326,IT0013,University of Cagliari,2015,0,1122,26257,4328,424,190,7685.0,24531.0,31199,Cagliari
327,IT0014,University of Camerino,2015,0,430,6719,1396,171,53,2389.0,8316.0,8339,Macerata
328,IT0015,University of Molise,2015,0,441,6944,1102,110,41,877.0,2549.0,8197,Campobasso
329,IT0017,University of Cassino and Southern Lazio,2015,0,466,7989,1481,132,51,598.0,1903.0,9653,Frosinone
330,IT0019,University of Catania,2015,0,1643,45348,7433,305,115,11617.0,36193.0,53201,Catania
331,IT0020,"University ""Magna Graecia""",2015,0,392,10306,1439,143,56,1498.0,3492.0,11944,Catanzaro
332,IT0022,Kore University of Enna (UKE),2015,0,169,5842,1074,24,15,110.0,211.0,6955,Enna
333,IT0023,University of Ferrara,2015,0,986,15794,3313,353,123,7840.0,24442.0,19583,Vicenza
334,IT0025,University of Florence,2015,0,1995,51391,9224,936,309,18530.0,59775.0,61860,Florence
335,IT0027,University of Foggia,2015,0,416,9082,1600,79,31,1416.0,3738.0,10792,Foggia
336,IT0028,University of Genoa,2015,0,1944,31674,6460,981,281,17816.0,51553.0,39396,Genova
337,IT0029,University of L'Aquila,2015,0,827,18293,3751,220,110,4511.0,12259.0,22374,L'Aquila
338,IT0030,University of Salento,2015,0,813,17121,3405,232,107,2440.0,7266.0,20865,Lecce
339,IT0032,University of Macerata,2015,0,446,10032,1864,163,56,248.0,484.0,12115,Macerata
340,IT0033,University of Messina,2015,0,1273,23955,5005,423,124,7707.0,25218.0,29507,Messina
341,IT0035,Politecnico di Milano,2015,0,2378,42946,11292,1131,274,8617.0,24810.0,55643,Milano
342,IT0036,Università Cattolica del Sacro Cuore,2015,0,3952,38835,11371,608,205,8744.0,26451.0,51019,Roma
343,IT0038,University of Milan,2015,0,3014,60364,11733,1101,454,40330.0,110824.0,73652,Milano
344,IT0039,Vita-Salute San Raffaele University,2015,0,234,2360,548,107,46,2078.0,4609.0,3061,Milano
345,IT0040,University of Milano-Bicocca,2015,0,1060,32339,6976,533,198,5332.0,13248.0,40046,Milano
346,IT0041,Online University San Raffaele Rome,2015,0,98,2037,153,0,7,18.0,20.0,2197,Roma
347,IT0042,University of Modena and Reggio Emilia (UNIMORE),2015,0,967,21559,4598,355,120,8562.0,25749.0,26632,Modena
348,IT0043,Suor Orsola Benincasa University,2015,0,233,8247,1714,38,2,23.0,39.0,10001,Napoli
349,IT0044,Second University of Naples,2015,0,1133,26068,4840,330,166,6159.0,16787.0,31404,Napoli
350,IT0045,University of Naples Federico II,2015,0,2755,76678,13828,999,480,14955.0,39909.0,91985,Napoli
351,IT0050,University of Padova,2015,0,3173,59598,12442,1298,450,27097.0,81855.0,73788,Padua
352,IT0051,University of Palermo,2015,0,1987,40075,8275,284,289,12291.0,35538.0,48923,Palermo
353,IT0052,University of Parma,2015,0,1220,23387,5219,398,146,11094.0,32204.0,29150,Parma
354,IT0053,Institute for Advanced Study - IUSS of Pavia,2015,0,98,133,77,71,22,108.0,167.0,303,Pavia
355,IT0054,University of Pavia,2015,0,1432,21693,5184,505,179,14705.0,43448.0,27561,Pavia
356,IT0055,University of Perugia,2015,0,1281,21898,4595,414,109,10017.0,32029.0,27016,Perugia
357,IT0056,University for Foreigners Perugia,2015,0,70,907,288,23,4,24.0,38.0,1222,Perugia
358,IT0057,Scuola Normale Superiore,2015,0,128,0,0,234,84,2345.0,6409.0,318,Pisa
359,IT0059,University of Pisa,2015,0,2524,46106,8127,654,269,18225.0,57412.0,55156,Pisa
360,IT0060,University of the Basilicata,2015,0,429,6629,866,134,61,1637.0,4968.0,7690,Potenza
361,IT0061,Università Mediterranea of Reggio Calabria,2015,0,452,6229,1094,110,47,1069.0,2518.0,7480,Reggio Di Calabria
362,IT0063,Roma Tre University,2015,0,1243,34741,6945,546,170,2094.0,5365.0,42402,Roma
363,IT0065,LUISS Guido Carli,2015,0,1295,9150,2750,119,27,330.0,554.0,12046,Roma
364,IT0066,Free University Maria SS. Assunta (LUMSA),2015,0,328,6426,1752,29,6,114.0,192.0,8213,Roma
365,IT0067,Campus Bio-Medico University,2015,0,190,1890,483,57,19,1063.0,2333.0,2449,Roma
366,IT0068,Sapienza University of Rome,2015,0,4060,102227,21128,3129,917,34967.0,89322.0,127401,Roma
367,IT0069,"University of Rome ""Foro Italico""",2015,0,74,2226,469,30,17,267.0,710.0,2742,Roma
368,IT0070,University of Rome Tor Vergata,2015,0,1762,31587,7952,1517,434,8666.0,22502.0,41490,Roma
369,IT0072,Marconi University,2015,0,208,14472,2128,22,29,41.0,82.0,16651,Roma
370,IT0075,International Online University UNINETTUNO,2015,0,218,10264,613,0,0,31.0,57.0,10877,Roma
371,IT0077,University of Salerno,2015,0,1199,35039,4941,430,125,3523.0,11159.0,40535,Salerno
372,IT0078,University of Sassari,2015,0,726,12411,2389,230,125,5749.0,15898.0,15155,Sassari
373,IT0079,University of Siena,2015,0,1417,15775,3391,329,141,8820.0,27519.0,19636,Siena
374,IT0081,University of Teramo,2015,0,346,6056,1175,139,37,488.0,1447.0,7407,Teramo
375,IT0082,Politecnico di Torino,2015,0,994,30358,6593,694,211,5514.0,16428.0,37856,Torino
376,IT0083,University of Turin,2015,0,2629,66098,12941,874,274,22002.0,66133.0,80187,Torino
377,IT0085,University of Trento,2015,0,841,16238,3609,618,179,4317.0,11197.0,20644,Trento
378,IT0086,International School for Advanced Studies (SISSA),2015,0,105,0,0,340,66,2510.0,6183.0,406,Trieste
379,IT0087,University of Trieste,2015,0,963,15265,3433,335,124,9533.0,28348.0,19157,Trieste
380,IT0088,University of Udine,2015,0,930,14953,3072,237,101,4263.0,11899.0,18363,Udine
381,IT0089,University of Urbino Carlo Bo,2015,0,617,14064,2579,148,31,1352.0,4694.0,16822,Pesaro E Urbino
382,IT0091,Ca’ Foscari University of Venice,2015,0,726,20496,5359,326,115,1484.0,4155.0,26296,Venezia
383,IT0092,University IUAV of Venice,2015,0,329,4403,1547,118,45,222.0,455.0,6113,Venezia
384,IT0093,"University of Piemonte Orientale ""Amedeo Avogadro""",2015,0,502,11148,1949,97,44,1945.0,4890.0,13238,Vercelli
385,IT0094,University of Verona,2015,0,1036,23402,4950,345,140,8035.0,21495.0,28837,Verona
386,IT0095,University of Tuscia,2015,0,462,7674,1326,164,92,1567.0,4720.0,9256,Viterbo
387,IT0244,Link Campus University,2015,0,202,2068,169,0,0,11.0,12.0,2237,Roma
388,IT0248,Humanitas University,2015,0,40,352,0,9,0,1.0,1.0,361,Pieve Emanuele
389,IT0001,Marche Polytechnic University,2014,0,668,16372,3221,424,102,4395.0,12414.0,20119,Ancona
390,IT0002,Università della Valle d’Aosta,2014,0,103,1152,193,0,0,33.0,56.0,1345,Aosta
391,IT0003,University of Calabria,2014,0,1057,29263,4970,332,96,3243.0,11080.0,34661,Cosenza
392,IT0004,Polytechnic of Bari,2014,0,388,10245,1695,93,33,1282.0,3801.0,12066,Bari
393,IT0005,University of Bari Aldo Moro,2014,0,1933,50106,8509,422,246,12042.0,36273.0,59283,Bari
394,IT0006,University of Sannio,2014,0,272,5727,926,84,30,516.0,1554.0,6767,Benevento
395,IT0008,University of Bergamo,2014,0,569,14959,3230,219,97,521.0,1292.0,18505,Bergamo
396,IT0009,University of Bologna,2014,0,3550,79641,18215,1481,532,24780.0,77621.0,99869,Bologna
397,IT0010,Free University of Bozen-Bolzano,2014,0,364,2668,770,108,24,275.0,521.0,3570,Bolzano
398,IT0012,University of Brescia,2014,0,1013,14783,2420,204,69,5805.0,15565.0,17476,Brescia
399,IT0013,University of Cagliari,2014,0,1141,27592,4434,509,149,7338.0,23136.0,32684,Cagliari
400,IT0014,University of Camerino,2014,0,454,6653,1271,206,54,2300.0,7921.0,8184,Macerata
401,IT0015,University of Molise,2014,0,565,7045,1213,109,16,811.0,2304.0,8383,Campobasso
402,IT0017,University of Cassino and Southern Lazio,2014,0,466,8332,1362,161,58,551.0,1682.0,9913,Frosinone
403,IT0019,University of Catania,2014,0,1689,48150,7642,314,160,11160.0,34454.0,56266,Catania
404,IT0020,"University ""Magna Graecia""",2014,0,403,10997,1511,159,51,1367.0,3048.0,12718,Catanzaro
405,IT0022,Kore University of Enna (UKE),2014,0,172,5962,1107,35,22,96.0,156.0,7126,Enna
406,IT0023,University of Ferrara,2014,0,1006,16263,3231,386,115,7584.0,23361.0,19995,Vicenza
407,IT0025,University of Florence,2014,0,2023,51375,9739,962,309,17781.0,56759.0,62385,Florence
408,IT0027,University of Foggia,2014,0,479,9507,1785,100,43,1290.0,3272.0,11435,Foggia
409,IT0028,University of Genoa,2014,0,2077,33568,6981,1043,304,17123.0,49263.0,41896,Genova
410,IT0029,University of L'Aquila,2014,0,795,21557,3806,358,109,4273.0,11433.0,25830,L'Aquila
411,IT0030,University of Salento,2014,0,768,18109,3487,380,136,2293.0,6661.0,22112,Lecce
412,IT0032,University of Macerata,2014,0,464,9948,1864,215,66,210.0,406.0,12093,Macerata
413,IT0033,University of Messina,2014,0,1394,26815,5088,333,208,7391.0,23865.0,32444,Messina
414,IT0035,Politecnico di Milano,2014,0,2443,41102,11066,1170,401,7913.0,22658.0,53739,Milano
415,IT0036,Università Cattolica del Sacro Cuore,2014,0,3565,39443,11886,590,187,8449.0,24994.0,52106,Roma
416,IT0038,University of Milan,2014,0,3149,63438,11440,1210,536,38687.0,105514.0,76624,Milano
417,IT0039,Vita-Salute San Raffaele University,2014,0,225,2509,629,115,43,1923.0,4183.0,3296,Milano
418,IT0040,University of Milano-Bicocca,2014,0,1138,32650,6928,557,182,4869.0,11797.0,40317,Milano
419,IT0041,Online University San Raffaele Rome,2014,0,64,1398,66,7,0,6.0,7.0,1471,Roma
420,IT0042,University of Modena and Reggio Emilia (UNIMORE),2014,0,1006,21130,4444,364,114,8232.0,24437.0,26052,Modena
421,IT0043,Suor Orsola Benincasa University,2014,0,275,8403,2364,44,4,20.0,36.0,10815,Napoli
422,IT0044,Second University of Naples,2014,0,1281,27372,4781,405,170,5787.0,15450.0,32728,Napoli
423,IT0045,University of Naples Federico II,2014,0,2813,80224,13741,1218,418,13884.0,36292.0,95601,Napoli
424,IT0050,University of Padova,2014,0,3961,60452,13226,1361,476,25961.0,77421.0,75515,Padua
425,IT0051,University of Palermo,2014,0,2125,43408,8345,630,307,11662.0,33342.0,52690,Palermo
426,IT0052,University of Parma,2014,0,1376,24297,5592,440,107,10649.0,30631.0,30436,Parma
427,IT0053,Institute for Advanced Study - IUSS of Pavia,2014,0,119,60,76,86,18,85.0,131.0,240,Pavia
428,IT0054,University of Pavia,2014,0,1330,22732,5003,715,207,14256.0,41731.0,28657,Pavia
429,IT0055,University of Perugia,2014,0,1254,23137,4758,470,89,9654.0,30447.0,28454,Perugia
430,IT0056,University for Foreigners Perugia,2014,0,77,970,330,22,5,23.0,34.0,1327,Perugia
431,IT0057,Scuola Normale Superiore,2014,0,138,0,0,231,78,2238.0,6096.0,309,Pisa
432,IT0059,University of Pisa,2014,0,2543,47258,7771,884,209,17541.0,54816.0,56122,Pisa
433,IT0060,University of the Basilicata,2014,0,481,7045,1027,143,45,1509.0,4543.0,8260,Potenza
434,IT0061,Università Mediterranea of Reggio Calabria,2014,0,340,7130,1202,109,71,1022.0,2318.0,8512,Reggio Di Calabria
435,IT0063,Roma Tre University,2014,0,1239,35846,6982,814,200,1899.0,4732.0,43842,Roma
436,IT0065,LUISS Guido Carli,2014,0,1181,8490,2929,133,38,291.0,466.0,11590,Roma
437,IT0066,Free University Maria SS. Assunta (LUMSA),2014,0,381,6416,1891,40,13,89.0,148.0,8360,Roma
438,IT0067,Campus Bio-Medico University,2014,0,205,2081,534,68,26,914.0,1972.0,2709,Roma
439,IT0068,Sapienza University of Rome,2014,0,4122,108318,21973,3298,905,33210.0,83145.0,134494,Roma
440,IT0069,"University of Rome ""Foro Italico""",2014,0,76,2198,421,35,8,243.0,608.0,2662,Roma
441,IT0070,University of Rome Tor Vergata,2014,0,1682,34011,7959,1263,468,8050.0,20541.0,43701,Roma
442,IT0072,Marconi University,2014,0,212,14621,1895,74,13,36.0,61.0,16603,Roma
443,IT0075,International Online University UNINETTUNO,2014,0,191,10156,438,0,0,22.0,40.0,10594,Roma
444,IT0077,University of Salerno,2014,0,1137,35202,5099,483,145,3263.0,10111.0,40929,Salerno
445,IT0078,University of Sassari,2014,0,791,13703,2334,316,137,5431.0,14926.0,16490,Sassari
446,IT0079,University of Siena,2014,0,1462,16491,3465,393,157,8518.0,26278.0,20506,Siena
447,IT0081,University of Teramo,2014,0,320,6557,1353,125,38,448.0,1291.0,8073,Teramo
448,IT0082,Politecnico di Torino,2014,0,985,29670,6454,674,232,5096.0,15032.0,37030,Torino
449,IT0083,University of Turin,2014,0,2774,65038,12758,974,294,21043.0,62499.0,79064,Torino
450,IT0085,University of Trento,2014,0,908,16691,3597,592,154,3865.0,10062.0,21034,Trento
451,IT0086,International School for Advanced Studies (SISSA),2014,0,106,0,0,303,49,2372.0,5801.0,352,Trieste
452,IT0087,University of Trieste,2014,0,986,16167,3548,351,118,9141.0,27112.0,20184,Trieste
453,IT0088,University of Udine,2014,0,1030,15498,3170,282,117,4083.0,11163.0,19067,Udine
454,IT0089,University of Urbino Carlo Bo,2014,0,611,14068,2806,163,55,1304.0,4420.0,17092,Pesaro E Urbino
455,IT0091,Ca’ Foscari University of Venice,2014,0,702,19832,4900,342,96,1380.0,3844.0,25170,Venezia
456,IT0092,University IUAV of Venice,2014,0,370,4604,1532,167,0,194.0,387.0,6303,Venezia
457,IT0093,"University of Piemonte Orientale ""Amedeo Avogadro""",2014,0,480,10811,1826,128,54,1789.0,4327.0,12819,Vercelli
458,IT0094,University of Verona,2014,0,1099,23549,5159,451,178,7641.0,20212.0,29337,Verona
459,IT0095,University of Tuscia,2014,0,467,7634,1417,203,74,1472.0,4312.0,9328,Viterbo
460,IT0244,Link Campus University,2014,0,256,1719,173,0,0,6.0,6.0,1892,Roma
461,IT0001,Marche Polytechnic University,2013,0,721,16393,3210,397,125,4144.0,11437.0,20125,Ancona
462,IT0002,Università della Valle d’Aosta,2013,0,130,1172,224,0,0,25.0,43.0,1396,Aosta
463,IT0003,University of Calabria,2013,0,1154,31269,4951,389,103,3061.0,10194.0,36712,Cosenza
464,IT0004,Polytechnic of Bari,2013,0,398,10658,1553,117,33,1192.0,3470.0,12361,Bari
465,IT0005,University of Bari Aldo Moro,2013,0,1838,52118,8535,550,288,11575.0,34460.0,61491,Bari
466,IT0006,University of Sannio,2013,0,274,6221,875,108,41,466.0,1360.0,7245,Benevento
467,IT0008,University of Bergamo,2013,0,506,14695,2883,255,89,458.0,1089.0,17922,Bergamo
468,IT0009,University of Bologna,2013,0,3898,80318,17562,1661,572,23745.0,73437.0,100113,Bologna
469,IT0010,Free University of Bozen-Bolzano,2013,0,345,2841,711,113,11,219.0,390.0,3676,Bolzano
470,IT0012,University of Brescia,2013,0,1859,14794,2502,228,57,5439.0,14436.0,17581,Brescia
471,IT0013,University of Cagliari,2013,0,1406,28963,4741,614,88,7016.0,21911.0,34406,Cagliari
472,IT0014,University of Camerino,2013,0,467,7277,1248,218,41,2207.0,7530.0,8784,Macerata
473,IT0015,University of Molise,2013,0,626,7573,1304,124,30,746.0,2063.0,9031,Campobasso
474,IT0017,University of Cassino and Southern Lazio,2013,0,591,8715,1511,184,42,496.0,1496.0,10452,Frosinone
475,IT0019,University of Catania,2013,0,1835,51004,7573,307,213,10746.0,32761.0,59097,Catania
476,IT0020,"University ""Magna Graecia""",2013,0,533,10698,1553,166,115,1243.0,2608.0,12532,Catanzaro
477,IT0022,Kore University of Enna (UKE),2013,0,164,6216,1106,49,20,65.0,91.0,7391,Enna
478,IT0023,University of Ferrara,2013,0,1375,16307,3219,398,98,7339.0,22347.0,20022,Vicenza
479,IT0025,University of Florence,2013,0,2278,52325,9360,1014,364,17000.0,53836.0,63063,Florence
480,IT0027,University of Foggia,2013,0,467,9753,1654,121,39,1162.0,2826.0,11567,Foggia
481,IT0028,University of Genoa,2013,0,2010,34098,6902,1078,307,16559.0,47129.0,42385,Genova
482,IT0029,University of L'Aquila,2013,0,798,24890,3797,320,104,4074.0,10694.0,29111,L'Aquila
483,IT0030,University of Salento,2013,0,821,19035,3751,396,177,2118.0,6066.0,23359,Lecce
484,IT0032,University of Macerata,2013,0,514,10162,2034,170,90,179.0,334.0,12456,Macerata
485,IT0033,University of Messina,2013,0,1543,27726,5429,364,262,7074.0,22520.0,33781,Messina
486,IT0035,Politecnico di Milano,2013,0,2468,41567,10330,1136,297,7280.0,20667.0,53330,Milano
487,IT0036,Università Cattolica del Sacro Cuore,2013,0,4441,39881,11414,638,198,8080.0,23468.0,52131,Roma
488,IT0038,University of Milan,2013,0,4692,63357,11154,1289,386,37207.0,100615.0,76186,Milano
489,IT0039,Vita-Salute San Raffaele University,2013,0,441,2360,534,144,40,1768.0,3727.0,3078,Milano
490,IT0040,University of Milano-Bicocca,2013,0,1149,33001,6328,604,194,4452.0,10345.0,40127,Milano
491,IT0041,Online University San Raffaele Rome,2013,0,64,979,74,7,0,3.0,3.0,1060,Roma
492,IT0042,University of Modena and Reggio Emilia (UNIMORE),2013,0,1194,20883,4097,379,121,7921.0,23222.0,25480,Modena
493,IT0043,Suor Orsola Benincasa University,2013,0,223,9377,2202,18,1,18.0,32.0,11598,Napoli
494,IT0044,Second University of Naples,2013,0,1306,27976,4653,474,175,5437.0,14127.0,33278,Napoli
495,IT0045,University of Naples Federico II,2013,0,2589,82036,13473,1040,495,13004.0,32946.0,97044,Napoli
496,IT0050,University of Padova,2013,0,3836,60776,12999,1436,504,24892.0,73299.0,75715,Padua
497,IT0051,University of Palermo,2013,0,2205,44711,9683,780,49,11022.0,31215.0,55223,Palermo
498,IT0052,University of Parma,2013,0,1461,26032,5716,446,151,10146.0,29003.0,32345,Parma
499,IT0053,Institute for Advanced Study - IUSS of Pavia,2013,0,69,99,76,80,16,66.0,98.0,271,Pavia
500,IT0054,University of Pavia,2013,0,1724,22894,4793,546,198,13780.0,40048.0,28431,Pavia
501,IT0055,University of Perugia,2013,0,1291,24091,4930,432,115,9293.0,28920.0,29568,Perugia
502,IT0056,University for Foreigners Perugia,2013,0,79,1150,223,25,8,20.0,26.0,1406,Perugia
503,IT0057,Scuola Normale Superiore,2013,0,128,0,0,266,54,2124.0,5818.0,320,Pisa
504,IT0059,University of Pisa,2013,0,2631,47424,7939,733,237,16925.0,52385.0,56333,Pisa
505,IT0060,University of the Basilicata,2013,0,446,7358,1167,180,52,1427.0,4174.0,8757,Potenza
506,IT0061,Università Mediterranea of Reggio Calabria,2013,0,300,7636,987,126,64,971.0,2128.0,8813,Reggio Di Calabria
507,IT0063,Roma Tre University,2013,0,1397,36670,6882,837,183,1678.0,4097.0,44572,Roma
508,IT0065,LUISS Guido Carli,2013,0,1002,8366,2723,177,47,248.0,381.0,11313,Roma
509,IT0066,Free University Maria SS. Assunta (LUMSA),2013,0,284,6843,2003,43,12,68.0,116.0,8901,Roma
510,IT0067,Campus Bio-Medico University,2013,0,253,1948,456,76,21,794.0,1679.0,2501,Roma
511,IT0068,Sapienza University of Rome,2013,0,4190,112060,21709,3257,903,31457.0,77102.0,137929,Roma
512,IT0069,"University of Rome ""Foro Italico""",2013,0,90,2444,427,42,14,211.0,508.0,2927,Roma
513,IT0070,University of Rome Tor Vergata,2013,0,1783,33956,7044,1510,327,7465.0,18648.0,42837,Roma
514,IT0072,Marconi University,2013,0,220,14827,1818,94,22,30.0,45.0,16761,Roma
515,IT0075,International Online University UNINETTUNO,2013,0,149,9082,214,0,0,15.0,24.0,9296,Roma
516,IT0077,University of Salerno,2013,0,1372,35658,4711,495,156,2995.0,9100.0,41020,Salerno
